Time [ns]	X (Q6.10)	X (Decimal)	Y (Q6.10)	Y (Decimal)
919785	 4023	3.928711	64992	-0.531250
920015	 4045	3.950195	65196	-0.332031
920245	 4056	3.960938	65405	-0.127930
920475	 4057	3.961914	   84	0.082031
920705	 4047	3.952148	  305	0.297852
920935	 4026	3.931641	  529	0.516602
921165	 3994	3.900391	  754	0.736328
921395	 3950	3.857422	  978	0.955078
921625	 3895	3.803711	 1197	1.168945
921855	 3830	3.740234	 1408	1.375000
922085	 3754	3.666016	 1610	1.572266
922315	 3668	3.582031	 1801	1.758789
922545	 3573	3.489258	 1981	1.934570
922775	 3469	3.387695	 2151	2.100586
923005	 3357	3.278320	 2311	2.256836
923235	 3238	3.162109	 2463	2.405273
923465	 3111	3.038086	 2608	2.546875
923695	 2977	2.907227	 2747	2.682617
923925	 2836	2.769531	 2881	2.813477
924155	 2689	2.625977	 3012	2.941406
924385	 2535	2.475586	 3140	3.066406
924615	 2375	2.319336	 3265	3.188477
924845	 2209	2.157227	 3388	3.308594
925075	 2037	1.989258	 3508	3.425781
925305	 1859	1.815430	 3625	3.540039
925535	 1675	1.635742	 3738	3.650391
925765	 1486	1.451172	 3846	3.755859
925995	 1291	1.260742	 3948	3.855469
926225	 1091	1.065430	 4043	3.948242
926455	  887	0.866211	 4129	4.032227
926685	  679	0.663086	 4205	4.106445
926915	  467	0.456055	 4271	4.170898
927145	  252	0.246094	 4325	4.223633
927375	   35	0.034180	 4367	4.264648
927605	65352	-0.179688	 4396	4.292969
927835	65132	-0.394531	 4412	4.308594
928065	64912	-0.609375	 4415	4.311523
928295	64692	-0.824219	 4405	4.301758
928525	64473	-1.038086	 4382	4.279297
928755	64255	-1.250977	 4346	4.244141
928985	64039	-1.461914	 4298	4.197266
929215	63826	-1.669922	 4239	4.139648
929445	63616	-1.875000	 4170	4.072266
929675	63410	-2.076172	 4091	3.995117
929905	63208	-2.273438	 4004	3.910156
930135	63010	-2.466797	 3909	3.817383
930365	62817	-2.655273	 3808	3.718750
930595	62629	-2.838867	 3701	3.614258
930825	62447	-3.016602	 3589	3.504883
931055	62271	-3.188477	 3472	3.390625
931285	62101	-3.354492	 3350	3.271484
931515	61937	-3.514648	 3224	3.148438
931745	61779	-3.668945	 3093	3.020508
931975	61628	-3.816406	 2956	2.886719
932205	61484	-3.957031	 2813	2.747070
932435	61347	-4.090820	 2662	2.599609
932665	61218	-4.216797	 2503	2.444336
932895	61097	-4.334961	 2334	2.279297
933125	60985	-4.444336	 2153	2.102539
933355	60882	-4.544922	 1960	1.914062
933585	60789	-4.635742	 1755	1.713867
933815	60706	-4.716797	 1538	1.501953
934045	60634	-4.787109	 1310	1.279297
934275	60574	-4.845703	 1073	1.047852
934505	60526	-4.892578	  831	0.811523
934735	60490	-4.927734	  586	0.572266
934965	60466	-4.951172	  343	0.334961
935195	60454	-4.962891	  103	0.100586
935425	60454	-4.962891	65404	-0.128906
935655	60466	-4.951172	65174	-0.353516
935885	60489	-4.928711	64949	-0.573242
936115	60523	-4.895508	64727	-0.790039
936345	60568	-4.851562	64506	-1.005859
936575	60624	-4.796875	64284	-1.222656
936805	60691	-4.731445	64060	-1.441406
937035	60770	-4.654297	63833	-1.663086
937265	60860	-4.566406	63603	-1.887695
937495	60962	-4.466797	63371	-2.114258
937725	61075	-4.356445	63140	-2.339844
937955	61200	-4.234375	62913	-2.561523
938185	61336	-4.101562	62692	-2.777344
938415	61483	-3.958008	62481	-2.983398
938645	61640	-3.804688	62282	-3.177734
938875	61806	-3.642578	62097	-3.358398
939105	61981	-3.471680	61926	-3.525391
939335	62164	-3.292969	61769	-3.678711
939565	62355	-3.106445	61626	-3.818359
939795	62553	-2.913086	61496	-3.945312
940025	62757	-2.713867	61378	-4.060547
940255	62966	-2.509766	61270	-4.166016
940485	63181	-2.299805	61172	-4.261719
940715	63400	-2.085938	61083	-4.348633
940945	63623	-1.868164	61003	-4.426758
941175	63850	-1.646484	60931	-4.497070
941405	64081	-1.420898	60866	-4.560547
941635	64315	-1.192383	60809	-4.616211
941865	64551	-0.961914	60759	-4.665039
942095	64790	-0.728516	60716	-4.707031
942325	65031	-0.493164	60680	-4.742188
942555	65273	-0.256836	60651	-4.770508
942785	65516	-0.019531	60629	-4.791992
943015	  224	0.218750	60615	-4.805664
943245	  469	0.458008	60608	-4.812500
943475	  714	0.697266	60609	-4.811523
943705	  959	0.936523	60618	-4.802734
943935	 1203	1.174805	60635	-4.786133
944165	 1446	1.412109	60661	-4.760742
944395	 1688	1.648438	60695	-4.727539
944625	 1928	1.882812	60738	-4.685547
944855	 2165	2.114258	60791	-4.633789
945085	 2399	2.342773	60854	-4.572266
945315	 2630	2.568359	60927	-4.500977
945545	 2857	2.790039	61011	-4.418945
945775	 3080	3.007812	61107	-4.325195
946005	 3298	3.220703	61215	-4.219727
946235	 3510	3.427734	61336	-4.101562
946465	 3715	3.627930	61472	-3.968750
946695	 3913	3.821289	61623	-3.821289
946925	 4103	4.006836	61790	-3.658203
947155	 4285	4.184570	61973	-3.479492
947385	 4457	4.352539	62172	-3.285156
947615	 4619	4.510742	62386	-3.076172
947845	 4770	4.658203	62614	-2.853516
948075	 4909	4.793945	62853	-2.620117
948305	 5036	4.917969	63099	-2.379883
948535	 5151	5.030273	63349	-2.135742
948765	 5253	5.129883	63600	-1.890625
948995	 5343	5.217773	63851	-1.645508
949225	 5420	5.292969	64100	-1.402344
949455	 5485	5.356445	64348	-1.160156
949685	 5537	5.407227	64597	-0.916992
949915	 5577	5.446289	64849	-0.670898
950145	 5604	5.472656	65106	-0.419922
950375	 5618	5.486328	65369	-0.163086
950605	 5619	5.487305	  104	0.101562
950835	 5606	5.474609	  381	0.372070
951065	 5580	5.449219	  662	0.646484
951295	 5540	5.410156	  943	0.920898
951525	 5486	5.357422	 1221	1.192383
951755	 5418	5.291016	 1492	1.457031
951985	 5337	5.211914	 1754	1.712891
952215	 5243	5.120117	 2006	1.958984
952445	 5136	5.015625	 2248	2.195312
952675	 5018	4.900391	 2482	2.423828
952905	 4888	4.773438	 2709	2.645508
953135	 4747	4.635742	 2932	2.863281
953365	 4595	4.487305	 3151	3.077148
953595	 4432	4.328125	 3369	3.290039
953825	 4258	4.158203	 3585	3.500977
954055	 4074	3.978516	 3798	3.708984
954285	 3879	3.788086	 4007	3.913086
954515	 3674	3.587891	 4209	4.110352
954745	 3459	3.377930	 4401	4.297852
954975	 3235	3.159180	 4581	4.473633
955205	 3002	2.931641	 4747	4.635742
955435	 2761	2.696289	 4896	4.781250
955665	 2513	2.454102	 5028	4.910156
955895	 2259	2.206055	 5142	5.021484
956125	 2000	1.953125	 5237	5.114258
956355	 1737	1.696289	 5313	5.188477
956585	 1470	1.435547	 5371	5.245117
956815	 1201	1.172852	 5411	5.284180
957045	  930	0.908203	 5433	5.305664
957275	  659	0.643555	 5437	5.309570
957505	  388	0.378906	 5424	5.296875
957735	  118	0.115234	 5393	5.266602
957965	65386	-0.146484	 5345	5.219727
958195	65121	-0.405273	 5280	5.156250
958425	64859	-0.661133	 5198	5.076172
958655	64602	-0.912109	 5100	4.980469
958885	64350	-1.158203	 4986	4.869141
959115	64104	-1.398438	 4857	4.743164
959345	63865	-1.631836	 4714	4.603516
959575	63633	-1.858398	 4558	4.451172
959805	63409	-2.077148	 4392	4.289062
960035	63194	-2.287109	 4218	4.119141
960265	62988	-2.488281	 4037	3.942383
960495	62791	-2.680664	 3852	3.761719
960725	62603	-2.864258	 3665	3.579102
960955	62425	-3.038086	 3477	3.395508
961185	62256	-3.203125	 3288	3.210938
961415	62096	-3.359375	 3098	3.025391
961645	61946	-3.505859	 2906	2.837891
961875	61806	-3.642578	 2711	2.647461
962105	61675	-3.770508	 2511	2.452148
962335	61555	-3.887695	 2304	2.250000
962565	61445	-3.995117	 2088	2.039062
962795	61346	-4.091797	 1863	1.819336
963025	61258	-4.177734	 1628	1.589844
963255	61182	-4.251953	 1383	1.350586
963485	61119	-4.313477	 1131	1.104492
963715	61068	-4.363281	  875	0.854492
963945	61030	-4.400391	  618	0.603516
964175	61005	-4.424805	  364	0.355469
964405	60993	-4.436523	  115	0.112305
964635	60993	-4.436523	65409	-0.124023
964865	61005	-4.424805	65174	-0.353516
965095	61028	-4.402344	64945	-0.577148
965325	61063	-4.368164	64720	-0.796875
965555	61109	-4.323242	64498	-1.013672
965785	61166	-4.267578	64276	-1.230469
966015	61234	-4.201172	64053	-1.448242
966245	61313	-4.124023	63828	-1.667969
966475	61403	-4.036133	63602	-1.888672
966705	61504	-3.937500	63375	-2.110352
966935	61617	-3.827148	63150	-2.330078
967165	61741	-3.706055	62930	-2.544922
967395	61876	-3.574219	62717	-2.752930
967625	62021	-3.432617	62515	-2.950195
967855	62176	-3.281250	62325	-3.135742
968085	62340	-3.121094	62149	-3.307617
968315	62512	-2.953125	61988	-3.464844
968545	62692	-2.777344	61842	-3.607422
968775	62879	-2.594727	61711	-3.735352
969005	63072	-2.406250	61593	-3.850586
969235	63271	-2.211914	61489	-3.952148
969465	63475	-2.012695	61397	-4.041992
969695	63683	-1.809570	61317	-4.120117
969925	63894	-1.603516	61247	-4.188477
970155	64109	-1.393555	61187	-4.247070
970385	64326	-1.181641	61137	-4.295898
970615	64546	-0.966797	61096	-4.335938
970845	64768	-0.750000	61064	-4.367188
971075	64991	-0.532227	61041	-4.389648
971305	65215	-0.313477	61027	-4.403320
971535	65439	-0.094727	61022	-4.408203
971765	  127	0.124023	61026	-4.404297
971995	  351	0.342773	61039	-4.391602
972225	  574	0.560547	61061	-4.370117
972455	  796	0.777344	61093	-4.338867
972685	 1016	0.992188	61134	-4.298828
972915	 1234	1.205078	61186	-4.248047
973145	 1449	1.415039	61249	-4.186523
973375	 1660	1.621094	61323	-4.114258
973605	 1867	1.823242	61409	-4.030273
973835	 2070	2.021484	61507	-3.934570
974065	 2268	2.214844	61619	-3.825195
974295	 2460	2.402344	61744	-3.703125
974525	 2645	2.583008	61884	-3.566406
974755	 2823	2.756836	62038	-3.416016
974985	 2993	2.922852	62206	-3.251953
975215	 3154	3.080078	62387	-3.075195
975445	 3306	3.228516	62579	-2.887695
975675	 3448	3.367188	62781	-2.690430
975905	 3580	3.496094	62989	-2.487305
976135	 3701	3.614258	63201	-2.280273
976365	 3811	3.721680	63415	-2.071289
976595	 3911	3.819336	63628	-1.863281
976825	 4000	3.906250	63839	-1.657227
977055	 4079	3.983398	64047	-1.454102
977285	 4147	4.049805	64253	-1.252930
977515	 4205	4.106445	64458	-1.052734
977745	 4253	4.153320	64663	-0.852539
977975	 4291	4.190430	64871	-0.649414
978205	 4318	4.216797	65083	-0.442383
978435	 4335	4.233398	65300	-0.230469
978665	 4341	4.239258	65523	-0.012695
978895	 4336	4.234375	  216	0.210938
979125	 4319	4.217773	  450	0.439453
979355	 4290	4.189453	  686	0.669922
979585	 4249	4.149414	  921	0.899414
979815	 4197	4.098633	 1152	1.125000
980045	 4133	4.036133	 1376	1.343750
980275	 4058	3.962891	 1591	1.553711
980505	 3973	3.879883	 1796	1.753906
980735	 3878	3.787109	 1990	1.943359
980965	 3774	3.685547	 2173	2.122070
981195	 3661	3.575195	 2347	2.291992
981425	 3539	3.456055	 2513	2.454102
981655	 3409	3.329102	 2672	2.609375
981885	 3271	3.194336	 2826	2.759766
982115	 3126	3.052734	 2976	2.906250
982345	 2974	2.904297	 3123	3.049805
982575	 2814	2.748047	 3268	3.191406
982805	 2647	2.584961	 3410	3.330078
983035	 2473	2.415039	 3550	3.466797
983265	 2292	2.238281	 3687	3.600586
983495	 2105	2.055664	 3819	3.729492
983725	 1911	1.866211	 3946	3.853516
983955	 1711	1.670898	 4066	3.970703
984185	 1505	1.469727	 4177	4.079102
984415	 1294	1.263672	 4278	4.177734
984645	 1078	1.052734	 4368	4.265625
984875	  858	0.837891	 4445	4.340820
985105	  634	0.619141	 4509	4.403320
985335	  407	0.397461	 4559	4.452148
985565	  178	0.173828	 4594	4.486328
985795	65484	-0.050781	 4614	4.505859
986025	65253	-0.276367	 4618	4.509766
986255	65023	-0.500977	 4607	4.499023
986485	64793	-0.725586	 4582	4.474609
986715	64565	-0.948242	 4542	4.435547
986945	64339	-1.168945	 4489	4.383789
987175	64116	-1.386719	 4423	4.319336
987405	63897	-1.600586	 4345	4.243164
987635	63682	-1.810547	 4256	4.156250
987865	63472	-2.015625	 4158	4.060547
988095	63267	-2.215820	 4052	3.957031
988325	63067	-2.411133	 3939	3.846680
988555	62873	-2.600586	 3820	3.730469
988785	62685	-2.784180	 3696	3.609375
989015	62504	-2.960938	 3568	3.484375
989245	62329	-3.131836	 3436	3.355469
989475	62161	-3.295898	 3300	3.222656
989705	62000	-3.453125	 3160	3.085938
989935	61846	-3.603516	 3016	2.945312
990165	61699	-3.747070	 2867	2.799805
990395	61559	-3.883789	 2712	2.648438
990625	61427	-4.012695	 2549	2.489258
990855	61304	-4.132812	 2377	2.321289
991085	61189	-4.245117	 2195	2.143555
991315	61084	-4.347656	 2001	1.954102
991545	60989	-4.440430	 1795	1.752930
991775	60904	-4.523438	 1578	1.541016
992005	60830	-4.595703	 1350	1.318359
992235	60768	-4.656250	 1114	1.087891
992465	60718	-4.705078	  872	0.851562
992695	60680	-4.742188	  628	0.613281
992925	60654	-4.767578	  385	0.375977
993155	60640	-4.781250	  145	0.141602
993385	60638	-4.783203	65447	-0.086914
993615	60648	-4.773438	65218	-0.310547
993845	60669	-4.752930	64994	-0.529297
994075	60701	-4.721680	64774	-0.744141
994305	60744	-4.679688	64556	-0.957031
994535	60798	-4.626953	64338	-1.169922
994765	60863	-4.563477	64118	-1.384766
994995	60939	-4.489258	63895	-1.602539
995225	61026	-4.404297	63670	-1.822266
995455	61124	-4.308594	63443	-2.043945
995685	61233	-4.202148	63216	-2.265625
995915	61354	-4.083984	62992	-2.484375
996145	61486	-3.955078	62774	-2.697266
996375	61628	-3.816406	62565	-2.901367
996605	61781	-3.666992	62367	-3.094727
996835	61943	-3.508789	62182	-3.275391
997065	62114	-3.341797	62012	-3.441406
997295	62293	-3.166992	61856	-3.593750
997525	62479	-2.985352	61714	-3.732422
997755	62672	-2.796875	61586	-3.857422
997985	62871	-2.602539	61470	-3.970703
998215	63076	-2.402344	61366	-4.072266
998445	63286	-2.197266	61273	-4.163086
998675	63500	-1.988281	61190	-4.244141
998905	63718	-1.775391	61116	-4.316406
999135	63939	-1.559570	61051	-4.379883
999365	64163	-1.340820	60995	-4.434570
999595	64390	-1.119141	60947	-4.481445
999825	64619	-0.895508	60907	-4.520508
