Time [ns]	X (Q6.10)	X (Decimal)	Y (Q6.10)	Y (Decimal)
458865	 3313	3.235352	 2321	2.266602
459095	 3193	3.118164	 2470	2.412109
459325	 3066	2.994141	 2612	2.550781
459555	 2932	2.863281	 2748	2.683594
459785	 2791	2.725586	 2880	2.812500
460015	 2644	2.582031	 3008	2.937500
460245	 2491	2.432617	 3133	3.059570
460475	 2331	2.276367	 3255	3.178711
460705	 2165	2.114258	 3375	3.295898
460935	 1993	1.946289	 3492	3.410156
461165	 1816	1.773438	 3606	3.521484
461395	 1633	1.594727	 3716	3.628906
461625	 1445	1.411133	 3821	3.731445
461855	 1252	1.222656	 3921	3.829102
462085	 1054	1.029297	 4014	3.919922
462315	  851	0.831055	 4099	4.002930
462545	  644	0.628906	 4174	4.076172
462775	  434	0.423828	 4239	4.139648
463005	  221	0.215820	 4293	4.192383
463235	    5	0.004883	 4335	4.233398
463465	65324	-0.207031	 4364	4.261719
463695	65106	-0.419922	 4381	4.278320
463925	64887	-0.633789	 4385	4.282227
464155	64668	-0.847656	 4376	4.273438
464385	64450	-1.060547	 4354	4.251953
464615	64233	-1.272461	 4320	4.218750
464845	64018	-1.482422	 4274	4.173828
465075	63806	-1.689453	 4217	4.118164
465305	63597	-1.893555	 4150	4.052734
465535	63392	-2.093750	 4074	3.978516
465765	63191	-2.290039	 3989	3.895508
465995	62994	-2.482422	 3897	3.805664
466225	62802	-2.669922	 3798	3.708984
466455	62615	-2.852539	 3693	3.606445
466685	62433	-3.030273	 3583	3.499023
466915	62257	-3.202148	 3468	3.386719
467145	62087	-3.368164	 3349	3.270508
467375	61923	-3.528320	 3225	3.149414
467605	61765	-3.682617	 3096	3.023438
467835	61614	-3.830078	 2961	2.891602
468065	61469	-3.971680	 2820	2.753906
468295	61332	-4.105469	 2671	2.608398
468525	61202	-4.232422	 2513	2.454102
468755	61080	-4.351562	 2345	2.290039
468985	60967	-4.461914	 2166	2.115234
469215	60863	-4.563477	 1975	1.928711
469445	60769	-4.655273	 1771	1.729492
469675	60686	-4.736328	 1555	1.518555
469905	60614	-4.806641	 1328	1.296875
470135	60553	-4.866211	 1092	1.066406
470365	60504	-4.914062	  850	0.830078
470595	60467	-4.950195	  606	0.591797
470825	60442	-4.974609	  362	0.353516
471055	60429	-4.987305	  122	0.119141
471285	60428	-4.988281	65423	-0.110352
471515	60439	-4.977539	65193	-0.334961
471745	60461	-4.956055	64967	-0.555664
471975	60494	-4.923828	64744	-0.773438
472205	60538	-4.880859	64522	-0.990234
472435	60594	-4.826172	64300	-1.207031
472665	60661	-4.760742	64075	-1.426758
472895	60739	-4.684570	63847	-1.649414
473125	60828	-4.597656	63617	-1.874023
473355	60929	-4.499023	63385	-2.100586
473585	61041	-4.389648	63153	-2.327148
473815	61165	-4.268555	62925	-2.549805
474045	61300	-4.136719	62703	-2.766602
474275	61446	-3.994141	62491	-2.973633
474505	61602	-3.841797	62291	-3.168945
474735	61768	-3.679688	62104	-3.351562
474965	61943	-3.508789	61931	-3.520508
475195	62126	-3.330078	61773	-3.674805
475425	62317	-3.143555	61628	-3.816406
475655	62515	-2.950195	61496	-3.945312
475885	62719	-2.750977	61376	-4.062500
476115	62929	-2.545898	61267	-4.168945
476345	63144	-2.335938	61168	-4.265625
476575	63363	-2.122070	61078	-4.353516
476805	63587	-1.903320	60996	-4.433594
477035	63815	-1.680664	60922	-4.505859
477265	64046	-1.455078	60856	-4.570312
477495	64280	-1.226562	60797	-4.627930
477725	64517	-0.995117	60745	-4.678711
477955	64756	-0.761719	60700	-4.722656
478185	64997	-0.526367	60662	-4.759766
478415	65240	-0.289062	60631	-4.790039
478645	65484	-0.050781	60607	-4.813477
478875	  193	0.188477	60590	-4.830078
479105	  439	0.428711	60581	-4.838867
479335	  685	0.668945	60580	-4.839844
479565	  931	0.909180	60587	-4.833008
479795	 1177	1.149414	60602	-4.818359
480025	 1422	1.388672	60625	-4.795898
480255	 1665	1.625977	60657	-4.764648
480485	 1907	1.862305	60698	-4.724609
480715	 2146	2.095703	60748	-4.675781
480945	 2383	2.327148	60808	-4.617188
481175	 2616	2.554688	60878	-4.548828
481405	 2846	2.779297	60959	-4.469727
481635	 3071	2.999023	61051	-4.379883
481865	 3291	3.213867	61156	-4.277344
482095	 3506	3.423828	61273	-4.163086
482325	 3715	3.627930	61404	-4.035156
482555	 3917	3.825195	61550	-3.892578
482785	 4111	4.014648	61712	-3.734375
483015	 4297	4.196289	61890	-3.560547
483245	 4473	4.368164	62084	-3.371094
483475	 4639	4.530273	62294	-3.166016
483705	 4795	4.682617	62519	-2.946289
483935	 4939	4.823242	62756	-2.714844
484165	 5071	4.952148	63002	-2.474609
484395	 5191	5.069336	63253	-2.229492
484625	 5298	5.173828	63507	-1.981445
484855	 5392	5.265625	63761	-1.733398
485085	 5474	5.345703	64013	-1.487305
485315	 5543	5.413086	64264	-1.242188
485545	 5600	5.468750	64516	-0.996094
485775	 5644	5.511719	64770	-0.748047
486005	 5675	5.541992	65028	-0.496094
486235	 5693	5.559570	65292	-0.238281
486465	 5698	5.564453	   28	0.027344
486695	 5689	5.555664	  306	0.298828
486925	 5666	5.533203	  589	0.575195
487155	 5629	5.497070	  874	0.853516
487385	 5578	5.447266	 1156	1.128906
487615	 5513	5.383789	 1432	1.398438
487845	 5434	5.306641	 1699	1.659180
488075	 5342	5.216797	 1956	1.910156
488305	 5238	5.115234	 2203	2.151367
488535	 5122	5.001953	 2442	2.384766
488765	 4994	4.876953	 2674	2.611328
488995	 4855	4.741211	 2901	2.833008
489225	 4704	4.593750	 3125	3.051758
489455	 4542	4.435547	 3347	3.268555
489685	 4369	4.266602	 3567	3.483398
489915	 4185	4.086914	 3785	3.696289
490145	 3991	3.897461	 3998	3.904297
490375	 3786	3.697266	 4205	4.106445
490605	 3571	3.487305	 4402	4.298828
490835	 3346	3.267578	 4587	4.479492
491065	 3113	3.040039	 4757	4.645508
491295	 2872	2.804688	 4911	4.795898
491525	 2623	2.561523	 5047	4.928711
491755	 2368	2.312500	 5165	5.043945
491985	 2108	2.058594	 5264	5.140625
492215	 1843	1.799805	 5345	5.219727
492445	 1575	1.538086	 5407	5.280273
492675	 1304	1.273438	 5451	5.323242
492905	 1031	1.006836	 5478	5.349609
493135	  757	0.739258	 5487	5.358398
493365	  483	0.471680	 5479	5.350586
493595	  210	0.205078	 5453	5.325195
493825	65475	-0.059570	 5410	5.283203
494055	65206	-0.322266	 5350	5.224609
494285	64941	-0.581055	 5273	5.149414
494515	64680	-0.835938	 5180	5.058594
494745	64424	-1.085938	 5071	4.952148
494975	64174	-1.330078	 4946	4.830078
495205	63930	-1.568359	 4806	4.693359
495435	63694	-1.798828	 4653	4.543945
495665	63466	-2.021484	 4488	4.382812
495895	63246	-2.236328	 4313	4.211914
496125	63035	-2.442383	 4131	4.034180
496355	62833	-2.639648	 3944	3.851562
496585	62641	-2.827148	 3754	3.666016
496815	62458	-3.005859	 3563	3.479492
497045	62285	-3.174805	 3371	3.291992
497275	62121	-3.334961	 3178	3.103516
497505	61967	-3.485352	 2984	2.914062
497735	61823	-3.625977	 2787	2.721680
497965	61689	-3.756836	 2586	2.525391
498195	61565	-3.877930	 2379	2.323242
498425	61451	-3.989258	 2164	2.113281
498655	61348	-4.089844	 1939	1.893555
498885	61257	-4.178711	 1704	1.664062
499115	61178	-4.255859	 1460	1.425781
499345	61111	-4.321289	 1208	1.179688
499575	61057	-4.374023	  951	0.928711
499805	61016	-4.414062	  692	0.675781
500035	60987	-4.442383	  435	0.424805
500265	60971	-4.458008	  183	0.178711
500495	60968	-4.460938	65473	-0.061523
500725	60977	-4.452148	65234	-0.294922
500955	60997	-4.432617	65001	-0.522461
501185	61029	-4.401367	64773	-0.745117
501415	61072	-4.359375	64548	-0.964844
501645	61126	-4.306641	64324	-1.183594
501875	61191	-4.243164	64099	-1.403320
502105	61268	-4.167969	63873	-1.624023
502335	61356	-4.082031	63645	-1.846680
502565	61455	-3.985352	63416	-2.070312
502795	61566	-3.876953	63189	-2.291992
503025	61688	-3.757812	62966	-2.509766
503255	61821	-3.627930	62750	-2.720703
503485	61964	-3.488281	62544	-2.921875
503715	62117	-3.338867	62350	-3.111328
503945	62280	-3.179688	62170	-3.287109
504175	62451	-3.012695	62005	-3.448242
504405	62630	-2.837891	61855	-3.594727
504635	62816	-2.656250	61719	-3.727539
504865	63009	-2.467773	61598	-3.845703
505095	63207	-2.274414	61490	-3.951172
505325	63411	-2.075195	61394	-4.044922
505555	63619	-1.872070	61310	-4.126953
505785	63831	-1.665039	61236	-4.199219
506015	64046	-1.455078	61173	-4.260742
506245	64264	-1.242188	61119	-4.313477
506475	64485	-1.026367	61074	-4.357422
506705	64708	-0.808594	61038	-4.392578
506935	64932	-0.589844	61011	-4.418945
507165	65157	-0.370117	60993	-4.436523
507395	65383	-0.149414	60983	-4.446289
507625	   73	0.071289	60982	-4.447266
507855	  299	0.291992	60990	-4.439453
508085	  525	0.512695	61006	-4.423828
508315	  750	0.732422	61032	-4.398438
508545	  973	0.950195	61067	-4.364258
508775	 1194	1.166016	61112	-4.320312
509005	 1413	1.379883	61167	-4.266602
509235	 1629	1.590820	61233	-4.202148
509465	 1841	1.797852	61311	-4.125977
509695	 2049	2.000977	61401	-4.038086
509925	 2252	2.199219	61504	-3.937500
510155	 2450	2.392578	61620	-3.824219
510385	 2641	2.579102	61750	-3.697266
510615	 2826	2.759766	61894	-3.556641
510845	 3003	2.932617	62053	-3.401367
511075	 3172	3.097656	62226	-3.232422
511305	 3332	3.253906	62412	-3.050781
511535	 3482	3.400391	62610	-2.857422
511765	 3622	3.537109	62817	-2.655273
511995	 3752	3.664062	63030	-2.447266
512225	 3871	3.780273	63247	-2.235352
512455	 3979	3.885742	63464	-2.023438
512685	 4076	3.980469	63680	-1.812500
512915	 4163	4.065430	63894	-1.603516
513145	 4239	4.139648	64106	-1.396484
513375	 4304	4.203125	64316	-1.191406
513605	 4359	4.256836	64525	-0.987305
513835	 4404	4.300781	64735	-0.782227
514065	 4438	4.333984	64949	-0.573242
514295	 4461	4.356445	65167	-0.360352
514525	 4473	4.368164	65391	-0.141602
514755	 4474	4.369141	   86	0.083984
514985	 4463	4.358398	  322	0.314453
515215	 4441	4.336914	  562	0.548828
515445	 4407	4.303711	  803	0.784180
515675	 4361	4.258789	 1042	1.017578
515905	 4303	4.202148	 1275	1.245117
516135	 4233	4.133789	 1500	1.464844
516365	 4152	4.054688	 1715	1.674805
516595	 4061	3.965820	 1919	1.874023
516825	 3960	3.867188	 2113	2.063477
517055	 3850	3.759766	 2297	2.243164
517285	 3731	3.643555	 2473	2.415039
517515	 3603	3.518555	 2642	2.580078
517745	 3467	3.385742	 2805	2.739258
517975	 3323	3.245117	 2964	2.894531
518205	 3171	3.096680	 3120	3.046875
518435	 3011	2.940430	 3274	3.197266
518665	 2844	2.777344	 3425	3.344727
518895	 2669	2.606445	 3574	3.490234
519125	 2487	2.428711	 3719	3.631836
519355	 2298	2.244141	 3860	3.769531
519585	 2102	2.052734	 3995	3.901367
519815	 1899	1.854492	 4123	4.026367
520045	 1690	1.650391	 4242	4.142578
520275	 1475	1.440430	 4350	4.248047
520505	 1255	1.225586	 4446	4.341797
520735	 1031	1.006836	 4528	4.421875
520965	  803	0.784180	 4596	4.488281
521195	  572	0.558594	 4648	4.539062
521425	  339	0.331055	 4685	4.575195
521655	  104	0.101562	 4706	4.595703
521885	65405	-0.127930	 4711	4.600586
522115	65170	-0.357422	 4700	4.589844
522345	64936	-0.585938	 4674	4.564453
522575	64704	-0.812500	 4633	4.524414
522805	64474	-1.037109	 4577	4.469727
523035	64247	-1.258789	 4508	4.402344
523265	64024	-1.476562	 4426	4.322266
523495	63805	-1.690430	 4333	4.231445
523725	63591	-1.899414	 4230	4.130859
523955	63382	-2.103516	 4118	4.021484
524185	63179	-2.301758	 3999	3.905273
524415	62982	-2.494141	 3874	3.783203
524645	62792	-2.679688	 3744	3.656250
524875	62608	-2.859375	 3610	3.525391
525105	62431	-3.032227	 3473	3.391602
525335	62261	-3.198242	 3332	3.253906
525565	62098	-3.357422	 3188	3.113281
525795	61942	-3.509766	 3040	2.968750
526025	61794	-3.654297	 2888	2.820312
526255	61653	-3.791992	 2730	2.666016
526485	61521	-3.920898	 2565	2.504883
526715	61397	-4.041992	 2391	2.334961
526945	61282	-4.154297	 2207	2.155273
527175	61176	-4.257812	 2012	1.964844
527405	61080	-4.351562	 1806	1.763672
527635	60995	-4.434570	 1588	1.550781
527865	60921	-4.506836	 1360	1.328125
528095	60859	-4.567383	 1123	1.096680
528325	60808	-4.617188	  881	0.860352
528555	60770	-4.654297	  637	0.622070
528785	60744	-4.679688	  394	0.384766
529015	60730	-4.693359	  155	0.151367
529245	60728	-4.695312	65457	-0.077148
529475	60737	-4.686523	65229	-0.299805
529705	60757	-4.666992	65006	-0.517578
529935	60788	-4.636719	64787	-0.731445
530165	60830	-4.595703	64570	-0.943359
530395	60883	-4.543945	64353	-1.155273
530625	60947	-4.481445	64135	-1.368164
530855	61022	-4.408203	63914	-1.583984
531085	61108	-4.324219	63691	-1.801758
531315	61205	-4.229492	63466	-2.021484
531545	61313	-4.124023	63241	-2.241211
531775	61432	-4.007812	63019	-2.458008
532005	61562	-3.880859	62802	-2.669922
532235	61703	-3.743164	62594	-2.873047
532465	61854	-3.595703	62397	-3.065430
532695	62015	-3.438477	62213	-3.245117
532925	62184	-3.273438	62044	-3.410156
533155	62361	-3.100586	61889	-3.561523
533385	62546	-2.919922	61748	-3.699219
533615	62737	-2.733398	61621	-3.823242
533845	62934	-2.541016	61507	-3.934570
534075	63137	-2.342773	61405	-4.034180
534305	63345	-2.139648	61314	-4.123047
534535	63557	-1.932617	61234	-4.201172
534765	63773	-1.721680	61163	-4.270508
534995	63992	-1.507812	61101	-4.331055
535225	64214	-1.291016	61048	-4.382812
535455	64438	-1.072266	61004	-4.425781
535685	64664	-0.851562	60968	-4.460938
535915	64892	-0.628906	60940	-4.488281
536145	65121	-0.405273	60920	-4.507812
536375	65351	-0.180664	60908	-4.519531
536605	   45	0.043945	60904	-4.523438
536835	  275	0.268555	60908	-4.519531
537065	  505	0.493164	60921	-4.506836
537295	  734	0.716797	60942	-4.486328
537525	  962	0.939453	60972	-4.457031
537755	 1188	1.160156	61012	-4.417969
537985	 1412	1.378906	61061	-4.370117
538215	 1633	1.594727	61121	-4.311523
538445	 1851	1.807617	61192	-4.242188
538675	 2065	2.016602	61274	-4.162109
538905	 2275	2.221680	61368	-4.070312
539135	 2480	2.421875	61475	-3.965820
539365	 2679	2.616211	61596	-3.847656
539595	 2872	2.804688	61731	-3.715820
539825	 3057	2.985352	61880	-3.570312
540055	 3235	3.159180	62044	-3.410156
540285	 3404	3.324219	62223	-3.235352
540515	 3564	3.480469	62415	-3.047852
540745	 3714	3.626953	62619	-2.848633
540975	 3854	3.763672	62832	-2.640625
541205	 3983	3.889648	63051	-2.426758
541435	 4101	4.004883	63274	-2.208984
541665	 4208	4.109375	63498	-1.990234
541895	 4303	4.202148	63721	-1.772461
542125	 4387	4.284180	63942	-1.556641
542355	 4460	4.355469	64160	-1.343750
542585	 4523	4.416992	64377	-1.131836
542815	 4575	4.467773	64594	-0.919922
543045	 4616	4.507812	64813	-0.706055
543275	 4646	4.537109	65036	-0.488281
543505	 4665	4.555664	65264	-0.265625
543735	 4672	4.562500	65499	-0.036133
543965	 4667	4.557617	  204	0.199219
544195	 4650	4.541016	  450	0.439453
544425	 4621	4.512695	  698	0.681641
544655	 4580	4.472656	  945	0.922852
544885	 4526	4.419922	 1188	1.160156
545115	 4460	4.355469	 1424	1.390625
545345	 4383	4.280273	 1651	1.612305
545575	 4295	4.194336	 1867	1.823242
545805	 4196	4.097656	 2073	2.024414
546035	 4087	3.991211	 2269	2.215820
546265	 3969	3.875977	 2456	2.398438
546495	 3842	3.751953	 2636	2.574219
546725	 3706	3.619141	 2811	2.745117
546955	 3561	3.477539	 2982	2.912109
547185	 3408	3.328125	 3150	3.076172
547415	 3246	3.169922	 3315	3.237305
547645	 3076	3.003906	 3478	3.396484
547875	 2898	2.830078	 3639	3.553711
548105	 2712	2.648438	 3796	3.707031
548335	 2519	2.459961	 3948	3.855469
548565	 2318	2.263672	 4093	3.997070
548795	 2110	2.060547	 4230	4.130859
549025	 1896	1.851562	 4356	4.253906
549255	 1676	1.636719	 4470	4.365234
549485	 1450	1.416016	 4570	4.462891
549715	 1220	1.191406	 4655	4.545898
549945	  986	0.962891	 4725	4.614258
550175	  749	0.731445	 4778	4.666016
550405	  509	0.497070	 4814	4.701172
550635	  268	0.261719	 4834	4.720703
550865	   26	0.025391	 4837	4.723633
551095	65321	-0.209961	 4823	4.709961
551325	65081	-0.444336	 4793	4.680664
551555	64843	-0.676758	 4747	4.635742
551785	64607	-0.907227	 4686	4.576172
552015	64375	-1.133789	 4611	4.502930
552245	64147	-1.356445	 4523	4.416992
552475	63924	-1.574219	 4423	4.319336
552705	63706	-1.787109	 4312	4.210938
552935	63494	-1.994141	 4192	4.093750
553165	63288	-2.195312	 4064	3.968750
553395	63088	-2.390625	 3930	3.837891
553625	62895	-2.579102	 3792	3.703125
553855	62709	-2.760742	 3650	3.564453
554085	62530	-2.935547	 3505	3.422852
554315	62359	-3.102539	 3357	3.278320
554545	62195	-3.262695	 3207	3.131836
554775	62039	-3.415039	 3053	2.981445
555005	61890	-3.560547	 2895	2.827148
555235	61749	-3.698242	 2732	2.667969
555465	61617	-3.827148	 2562	2.501953
555695	61493	-3.948242	 2384	2.328125
555925	61378	-4.060547	 2197	2.145508
556155	61273	-4.163086	 1999	1.952148
556385	61178	-4.255859	 1790	1.748047
556615	61094	-4.337891	 1570	1.533203
556845	61021	-4.409180	 1340	1.308594
557075	60960	-4.468750	 1102	1.076172
557305	60911	-4.516602	  859	0.838867
557535	60874	-4.552734	  615	0.600586
557765	60849	-4.577148	  372	0.363281
557995	60836	-4.589844	  134	0.130859
558225	60835	-4.590820	65437	-0.096680
558455	60845	-4.581055	65210	-0.318359
558685	60866	-4.560547	64989	-0.534180
558915	60898	-4.529297	64772	-0.746094
559145	60941	-4.487305	64557	-0.956055
559375	60995	-4.434570	64342	-1.166016
559605	61059	-4.372070	64126	-1.376953
559835	61134	-4.298828	63907	-1.590820
560065	61220	-4.214844	63686	-1.806641
560295	61317	-4.120117	63463	-2.024414
560525	61425	-4.014648	63241	-2.241211
560755	61544	-3.898438	63021	-2.456055
560985	61674	-3.771484	62807	-2.665039
561215	61815	-3.633789	62602	-2.865234
561445	61966	-3.486328	62408	-3.054688
561675	62126	-3.330078	62227	-3.231445
561905	62295	-3.165039	62060	-3.394531
562135	62472	-2.992188	61908	-3.542969
562365	62656	-2.812500	61770	-3.677734
562595	62846	-2.626953	61646	-3.798828
562825	63042	-2.435547	61535	-3.907227
563055	63243	-2.239258	61437	-4.002930
563285	63449	-2.038086	61350	-4.087891
563515	63659	-1.833008	61274	-4.162109
563745	63873	-1.624023	61208	-4.226562
563975	64090	-1.412109	61152	-4.281250
564205	64309	-1.198242	61105	-4.327148
564435	64530	-0.982422	61067	-4.364258
564665	64753	-0.764648	61038	-4.392578
564895	64977	-0.545898	61017	-4.413086
565125	65202	-0.326172	61005	-4.424805
565355	65427	-0.106445	61001	-4.428711
565585	  116	0.113281	61006	-4.423828
565815	  341	0.333008	61019	-4.411133
566045	  565	0.551758	61041	-4.389648
566275	  788	0.769531	61073	-4.358398
566505	 1009	0.985352	61114	-4.318359
566735	 1228	1.199219	61165	-4.268555
566965	 1444	1.410156	61227	-4.208008
567195	 1656	1.617188	61300	-4.136719
567425	 1864	1.820312	61385	-4.053711
567655	 2068	2.019531	61482	-3.958984
567885	 2267	2.213867	61592	-3.851562
568115	 2460	2.402344	61716	-3.730469
568345	 2646	2.583984	61854	-3.595703
568575	 2825	2.758789	62006	-3.447266
568805	 2996	2.925781	62172	-3.285156
569035	 3159	3.084961	62352	-3.109375
569265	 3312	3.234375	62544	-2.921875
569495	 3456	3.375000	62745	-2.725586
569725	 3589	3.504883	62954	-2.521484
569955	 3712	3.625000	63167	-2.313477
570185	 3824	3.734375	63382	-2.103516
570415	 3925	3.833008	63596	-1.894531
570645	 4016	3.921875	63808	-1.687500
570875	 4096	4.000000	64018	-1.482422
571105	 4166	4.068359	64225	-1.280273
571335	 4226	4.126953	64431	-1.079102
571565	 4275	4.174805	64637	-0.877930
571795	 4314	4.212891	64846	-0.673828
572025	 4343	4.241211	65058	-0.466797
572255	 4361	4.258789	65276	-0.253906
572485	 4368	4.265625	65500	-0.035156
572715	 4364	4.261719	  194	0.189453
572945	 4348	4.246094	  429	0.418945
573175	 4320	4.218750	  666	0.650391
573405	 4280	4.179688	  903	0.881836
573635	 4229	4.129883	 1136	1.109375
573865	 4166	4.068359	 1362	1.330078
574095	 4092	3.996094	 1579	1.541992
574325	 4008	3.914062	 1786	1.744141
574555	 3914	3.822266	 1982	1.935547
574785	 3810	3.720703	 2168	2.117188
575015	 3697	3.610352	 2344	2.289062
575245	 3575	3.491211	 2512	2.453125
575475	 3445	3.364258	 2673	2.610352
575705	 3307	3.229492	 2829	2.762695
575935	 3162	3.087891	 2981	2.911133
576165	 3009	2.938477	 3130	3.056641
576395	 2849	2.782227	 3277	3.200195
576625	 2682	2.619141	 3422	3.341797
576855	 2507	2.448242	 3564	3.480469
577085	 2326	2.271484	 3703	3.616211
577315	 2138	2.087891	 3837	3.747070
577545	 1943	1.897461	 3966	3.873047
577775	 1742	1.701172	 4087	3.991211
578005	 1535	1.499023	 4200	4.101562
578235	 1323	1.291992	 4302	4.201172
578465	 1106	1.080078	 4393	4.290039
578695	  885	0.864258	 4471	4.366211
578925	  660	0.644531	 4535	4.428711
579155	  432	0.421875	 4584	4.476562
579385	  202	0.197266	 4618	4.509766
579615	65507	-0.028320	 4637	4.528320
579845	65275	-0.254883	 4641	4.532227
580075	65043	-0.481445	 4630	4.521484
580305	64812	-0.707031	 4604	4.496094
580535	64583	-0.930664	 4563	4.456055
580765	64356	-1.152344	 4508	4.402344
580995	64132	-1.371094	 4440	4.335938
581225	63912	-1.585938	 4360	4.257812
581455	63696	-1.796875	 4270	4.169922
581685	63485	-2.002930	 4170	4.072266
581915	63279	-2.204102	 4062	3.966797
582145	63079	-2.399414	 3947	3.854492
582375	62885	-2.588867	 3826	3.736328
582605	62697	-2.772461	 3700	3.613281
582835	62515	-2.950195	 3570	3.486328
583065	62340	-3.121094	 3436	3.355469
583295	62172	-3.285156	 3299	3.221680
583525	62011	-3.442383	 3158	3.083984
583755	61857	-3.592773	 3013	2.942383
583985	61710	-3.736328	 2863	2.795898
584215	61571	-3.872070	 2706	2.642578
584445	61440	-4.000000	 2542	2.482422
584675	61317	-4.120117	 2369	2.313477
584905	61203	-4.231445	 2186	2.134766
585135	61098	-4.333984	 1991	1.944336
585365	61003	-4.426758	 1785	1.743164
585595	60919	-4.508789	 1567	1.530273
585825	60846	-4.580078	 1338	1.306641
586055	60785	-4.639648	 1101	1.075195
586285	60736	-4.687500	  859	0.838867
586515	60699	-4.723633	  615	0.600586
586745	60674	-4.748047	  372	0.363281
586975	60661	-4.760742	  133	0.129883
587205	60660	-4.761719	65435	-0.098633
587435	60670	-4.751953	65207	-0.321289
587665	60692	-4.730469	64984	-0.539062
587895	60724	-4.699219	64765	-0.752930
588125	60767	-4.657227	64547	-0.965820
588355	60821	-4.604492	64329	-1.178711
588585	60886	-4.541016	64109	-1.393555
588815	60962	-4.466797	63887	-1.610352
589045	61049	-4.381836	63662	-1.830078
589275	61147	-4.286133	63435	-2.051758
589505	61257	-4.178711	63209	-2.272461
589735	61378	-4.060547	62986	-2.490234
589965	61510	-3.931641	62769	-2.702148
590195	61653	-3.791992	62561	-2.905273
590425	61806	-3.642578	62364	-3.097656
590655	61968	-3.484375	62181	-3.276367
590885	62139	-3.317383	62012	-3.441406
591115	62318	-3.142578	61857	-3.592773
591345	62504	-2.960938	61716	-3.730469
591575	62697	-2.772461	61589	-3.854492
591805	62896	-2.578125	61474	-3.966797
592035	63100	-2.378906	61371	-4.067383
592265	63309	-2.174805	61279	-4.157227
592495	63523	-1.965820	61197	-4.237305
592725	63740	-1.753906	61125	-4.307617
592955	63961	-1.538086	61061	-4.370117
593185	64185	-1.319336	61006	-4.423828
593415	64411	-1.098633	60959	-4.469727
593645	64640	-0.875000	60920	-4.507812
593875	64870	-0.650391	60889	-4.538086
594105	65102	-0.423828	60865	-4.561523
594335	65335	-0.196289	60849	-4.577148
594565	   32	0.031250	60841	-4.584961
594795	  265	0.258789	60841	-4.584961
595025	  498	0.486328	60849	-4.577148
595255	  731	0.713867	60865	-4.561523
595485	  963	0.940430	60890	-4.537109
595715	 1193	1.165039	60924	-4.503906
595945	 1421	1.387695	60967	-4.461914
596175	 1647	1.608398	61020	-4.410156
596405	 1870	1.826172	61083	-4.348633
596635	 2090	2.041016	61157	-4.276367
596865	 2306	2.251953	61243	-4.192383
597095	 2517	2.458008	61341	-4.096680
597325	 2723	2.659180	61452	-3.988281
597555	 2923	2.854492	61577	-3.866211
597785	 3116	3.042969	61716	-3.730469
598015	 3302	3.224609	61870	-3.580078
598245	 3480	3.398438	62039	-3.415039
598475	 3649	3.563477	62223	-3.235352
598705	 3809	3.719727	62421	-3.041992
598935	 3959	3.866211	62631	-2.836914
599165	 4098	4.001953	62850	-2.623047
599395	 4226	4.126953	63076	-2.402344
599625	 4342	4.240234	63305	-2.178711
599855	 4447	4.342773	63535	-1.954102
600085	 4540	4.433594	63764	-1.730469
600315	 4622	4.513672	63991	-1.508789
600545	 4693	4.583008	64216	-1.289062
600775	 4753	4.641602	64440	-1.070312
601005	 4802	4.689453	64665	-0.850586
601235	 4839	4.725586	64893	-0.627930
601465	 4865	4.750977	65125	-0.401367
601695	 4879	4.764648	65363	-0.168945
601925	 4881	4.766602	   72	0.070312
602155	 4871	4.756836	  323	0.315430
602385	 4848	4.734375	  578	0.564453
602615	 4812	4.699219	  834	0.814453
602845	 4764	4.652344	 1087	1.061523
603075	 4703	4.592773	 1335	1.303711
603305	 4630	4.521484	 1574	1.537109
603535	 4545	4.438477	 1803	1.760742
603765	 4449	4.344727	 2021	1.973633
603995	 4343	4.241211	 2229	2.176758
604225	 4226	4.126953	 2428	2.371094
604455	 4100	4.003906	 2620	2.558594
604685	 3964	3.871094	 2807	2.741211
604915	 3819	3.729492	 2990	2.919922
605145	 3665	3.579102	 3170	3.095703
605375	 3502	3.419922	 3347	3.268555
605605	 3330	3.251953	 3522	3.439453
605835	 3150	3.076172	 3694	3.607422
606065	 2961	2.891602	 3863	3.772461
606295	 2764	2.699219	 4026	3.931641
606525	 2559	2.499023	 4182	4.083984
606755	 2346	2.291016	 4328	4.226562
606985	 2126	2.076172	 4462	4.357422
607215	 1900	1.855469	 4583	4.475586
607445	 1668	1.628906	 4689	4.579102
607675	 1432	1.398438	 4779	4.666992
607905	 1191	1.163086	 4852	4.738281
608135	  947	0.924805	 4908	4.792969
608365	  701	0.684570	 4946	4.830078
608595	  453	0.442383	 4966	4.849609
608825	  205	0.200195	 4969	4.852539
609055	65493	-0.041992	 4955	4.838867
609285	65246	-0.283203	 4924	4.808594
609515	65001	-0.522461	 4876	4.761719
609745	64759	-0.758789	 4812	4.699219
609975	64521	-0.991211	 4733	4.622070
610205	64287	-1.219727	 4640	4.531250
610435	64058	-1.443359	 4534	4.427734
610665	63834	-1.662109	 4417	4.313477
610895	63617	-1.874023	 4290	4.189453
611125	63406	-2.080078	 4154	4.056641
611355	63202	-2.279297	 4012	3.917969
611585	63005	-2.471680	 3865	3.774414
611815	62816	-2.656250	 3714	3.626953
612045	62634	-2.833984	 3561	3.477539
612275	62460	-3.003906	 3405	3.325195
